rarity_score,shared_title_terms,desc_similarity,career_a,primary_a,secondary_a,career_b,primary_b,secondary_b,salary_a,salary_b
8.11,media social,0.05,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",$35k–$65k,$0–$500k+
8.11,media social,0.0,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Agency Owner,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$45k–$120k
8.11,media social,0.105,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$35k–$65k,$0–$500k+
8.11,media social,0.027,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Monetization Manager,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$35k–$65k,$45k–$85k
8.11,media social,0.147,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Strategist,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$45k–$75k
8.11,media social,0.0,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$65k,$20k–$150k
8.11,media social,0.079,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Manager (Startup),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$65k,$35k–$65k
8.11,media social,0.051,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$65k,$45k–$80k
8.11,media social,0.057,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Entrepreneur,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$20k–$150k
8.11,media social,0.077,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Strategist (Solopreneur),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$45k–$150k
8.11,media social,0.056,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Commerce Entrepreneur,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$35k–$65k,$40k–$120k
8.11,media social,0.077,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Editor,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$40k–$65k
8.11,media social,0.079,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Manager Startup,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$65k,$35k–$65k
8.11,media social,0.047,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",$45k–$75k,$0–$500k+
8.11,media social,0.07,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$48k–$77k
8.11,media social,0.154,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$0–$500k+
8.11,media social,0.139,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Monetization Manager,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$45k–$85k
8.11,media social,0.273,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Strategist,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$45k–$75k
8.11,media social,0.044,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$20k–$150k
8.11,media social,0.125,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager (News),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$40k–$65k
8.11,media social,0.189,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager (Startup),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$35k–$65k
8.11,media social,0.1,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$45k–$80k
8.11,media social,0.143,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Entrepreneur,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$20k–$150k
8.11,media social,0.216,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Strategist (Solopreneur),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$45k–$150k
8.11,media social,0.108,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Commerce Entrepreneur,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$40k–$120k
8.11,media social,0.154,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Editor,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$40k–$65k
8.11,media social,0.189,Social Media Manager (Agency),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager Startup,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$35k–$65k
8.11,media social,0.05,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",$45k–$75k,$0–$500k+
8.11,media social,0.229,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$48k–$77k
8.11,media social,0.2,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Agency Owner,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$45k–$120k
8.11,media social,0.135,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$0–$500k+
8.11,media social,0.086,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Monetization Manager,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$45k–$85k
8.11,media social,0.3,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Strategist,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$45k–$75k
8.11,media social,0.1,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$20k–$150k
8.11,media social,0.135,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager (News),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$40k–$65k
8.11,media social,0.242,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager (Startup),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$35k–$65k
8.11,media social,0.206,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$45k–$80k
8.11,media social,0.233,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Entrepreneur,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$20k–$150k
8.11,media social,0.273,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Strategist (Solopreneur),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$45k–$150k
8.11,media social,0.118,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Commerce Entrepreneur,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$40k–$120k
8.11,media social,0.2,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Editor,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$40k–$65k
8.11,media social,0.171,Social Media Strategist (Media Company),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager Startup,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$35k–$65k
8.11,media social,0.0,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",$40k–$65k,$0–$500k+
8.11,media social,0.083,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$48k–$77k
8.11,media social,0.067,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Agency Owner,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$45k–$120k
8.11,media social,0.056,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$40k–$65k,$0–$500k+
8.11,media social,0.0,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Monetization Manager,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$40k–$65k,$45k–$85k
8.11,media social,0.094,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Strategist,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$45k–$75k
8.11,media social,0.026,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$40k–$65k,$20k–$150k
8.11,media social,0.086,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Manager (News),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$40k–$65k
8.11,media social,0.028,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Manager (Startup),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$40k–$65k,$35k–$65k
8.11,media social,0.088,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$40k–$65k,$45k–$80k
8.11,media social,0.031,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Entrepreneur,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$20k–$150k
8.11,media social,0.027,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Strategist (Solopreneur),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$45k–$150k
8.11,media social,0.097,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Commerce Entrepreneur,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$40k–$65k,$40k–$120k
8.11,media social,0.056,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Editor,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$40k–$65k
8.11,media social,0.057,Social Media Strategist (Nonprofit),Media & Journalism,"Social Impact & Nonprofit,Design & Creative",Social Media Manager Startup,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$40k–$65k,$35k–$65k
8.11,media social,0.139,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",Social Media Content Creator,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",$30k–$200k+,$35k–$85k
8.11,media social,0.024,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$30k–$200k+,$48k–$77k
8.11,media social,0.059,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",Social Media Agency Owner,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$30k–$200k+,$45k–$120k
8.11,media social,0.083,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",Social Media Strategist,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$30k–$200k+,$45k–$75k
8.11,media social,0.135,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",Social Media Manager (News),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$30k–$200k+,$40k–$65k
8.11,media social,0.108,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",Social Media Manager (Startup),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$30k–$200k+,$35k–$65k
8.11,media social,0.025,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",Social Media Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$30k–$200k+,$45k–$80k
8.11,media social,0.105,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",Social Media Strategist (Solopreneur),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$30k–$200k+,$45k–$150k
8.11,media social,0.105,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",Social Media Editor,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$30k–$200k+,$40k–$65k
8.11,media social,0.108,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",Social Media Manager Startup,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$30k–$200k+,$35k–$65k
8.11,media social,0.025,Social Media Journalist,Media & Journalism,"Marketing & Communications,Arts & Performance,Law & Government",Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",$35k–$75k,$0–$500k+
8.11,media social,0.079,Social Media Journalist,Media & Journalism,"Marketing & Communications,Arts & Performance,Law & Government",Social Media Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$35k–$75k,$0–$500k+
8.11,media social,0.121,Social Media Journalist,Media & Journalism,"Marketing & Communications,Arts & Performance,Law & Government",Social Media Monetization Manager,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$35k–$75k,$45k–$85k
8.11,media social,0.024,Social Media Journalist,Media & Journalism,"Marketing & Communications,Arts & Performance,Law & Government",Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$75k,$20k–$150k
8.11,media social,0.081,Social Media Journalist,Media & Journalism,"Marketing & Communications,Arts & Performance,Law & Government",Social Media Manager (Startup),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$75k,$35k–$65k
8.11,media social,0.0,Social Media Journalist,Media & Journalism,"Marketing & Communications,Arts & Performance,Law & Government",Social Media Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$75k,$45k–$80k
8.11,media social,0.028,Social Media Journalist,Media & Journalism,"Marketing & Communications,Arts & Performance,Law & Government",Social Media Commerce Entrepreneur,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$35k–$75k,$40k–$120k
8.11,media social,0.176,Social Media Journalist,Media & Journalism,"Marketing & Communications,Arts & Performance,Law & Government",Social Media Manager Startup,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$75k,$35k–$65k
8.11,media social,0.024,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Content Creator,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",$0–$500k+,$35k–$85k
8.11,media social,0.108,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",$0–$500k+,$45k–$75k
8.11,media social,0.049,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",$0–$500k+,$35k–$65k
8.11,media social,0.024,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",$0–$500k+,$45k–$75k
8.11,media social,0.051,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",$0–$500k+,$40k–$65k
8.11,media social,0.071,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$0–$500k+,$48k–$77k
8.11,media social,0.051,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (News Organization),Media & Journalism,"Tech & Engineering,Design & Creative",$0–$500k+,$40k–$65k
8.11,media social,0.108,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Analyst (Trends),Media & Journalism,"Business & Finance,Tech & Engineering",$0–$500k+,$48k–$85k
8.11,media social,0.05,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Strategist (News Organization),Media & Journalism,"Business & Finance,Design & Creative",$0–$500k+,$45k–$75k
8.11,media social,0.056,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Agency Owner,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$0–$500k+,$45k–$120k
8.11,media social,0.054,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Influencer Entrepreneur,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",$0–$500k+,$0–$500k+
8.11,media social,0.056,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Content Strategist (Media),Media & Journalism,"Design & Creative,Business & Finance",$0–$500k+,$45k–$75k
8.11,media social,0.049,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (Media Company),Media & Journalism,"Design & Creative,Business & Finance",$0–$500k+,$40k–$65k
8.11,media social,0.075,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Content Strategist,Media & Journalism,"Design & Creative,Business & Finance",$0–$500k+,$45k–$75k
8.11,media social,0.051,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Strategist,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$0–$500k+,$45k–$75k
8.11,media social,0.045,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$0–$500k+,$20k–$150k
8.11,media social,0.022,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Strategist (News Org),Media & Journalism,"Tech & Engineering,Business & Finance",$0–$500k+,$45k–$75k
8.11,media social,0.048,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (News),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$0–$500k+,$40k–$65k
8.11,media social,0.024,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (Startup),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$0–$500k+,$35k–$65k
8.11,media social,0.049,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$0–$500k+,$45k–$80k
8.11,media social,0.103,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (Corporate),Media & Journalism,"Business & Finance,Design & Creative",$0–$500k+,$45k–$75k
8.11,media social,0.114,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Entrepreneur,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$0–$500k+,$20k–$150k
8.11,media social,0.048,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Strategist (Solopreneur),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$0–$500k+,$45k–$150k
8.11,media social,0.081,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Commerce Entrepreneur,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$0–$500k+,$40k–$120k
8.11,media social,0.023,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Editor,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$0–$500k+,$40k–$65k
8.11,media social,0.103,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (Publishing),Media & Journalism,"Design & Creative,Business & Finance",$0–$500k+,$45k–$75k
8.11,media social,0.05,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (News Outlet),Media & Journalism,"Design & Creative,Business & Finance",$0–$500k+,$40k–$65k
8.11,media social,0.081,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (Newsroom),Media & Journalism,"Design & Creative,Business & Finance",$0–$500k+,$40k–$65k
8.11,media social,0.053,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (Content Creator),Media & Journalism,"Design & Creative,Business & Finance",$0–$500k+,$35k–$75k
8.11,media social,0.054,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (Political),Media & Journalism,"Law & Government,Business & Finance",$0–$500k+,$45k–$75k
8.11,media social,0.026,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (Content),Media & Journalism,"Design & Creative,Business & Finance",$0–$500k+,$35k–$65k
8.11,media social,0.0,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Strategist (News Organizations),Media & Journalism,"Design & Creative,Tech & Engineering",$0–$500k+,$45k–$75k
8.11,media social,0.077,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Strategy Manager,Media & Journalism,"Business & Finance,Design & Creative",$0–$500k+,$45k–$75k
8.11,media social,0.075,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Strategist (News),Media & Journalism,"Business & Finance,Design & Creative",$0–$500k+,$45k–$75k
8.11,media social,0.024,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager Startup,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$0–$500k+,$35k–$65k
8.11,media social,0.056,Social Media App Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",Social Media Manager (Brand),Media & Journalism,"Design & Creative,Business & Finance",$0–$500k+,$45k–$75k
8.11,media social,0.103,Social Media Content Creator,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",Social Media Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$35k–$85k,$0–$500k+
8.11,media social,0.026,Social Media Content Creator,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",Social Media Management Agency Owner,Entrepreneurship,"Media & Journalism,Design & Creative",$35k–$85k,$45k–$120k
8.11,media social,0.083,Social Media Content Creator,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",Social Media Monetization Manager,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$35k–$85k,$45k–$85k
8.11,media social,0.027,Social Media Content Creator,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",Social Media Management Agency Founder,Entrepreneurship,"Media & Journalism,Design & Creative",$35k–$85k,$45k–$120k
8.11,media social,0.083,Social Media Content Creator,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",Social Media Commerce Entrepreneur,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$35k–$85k,$40k–$120k
8.11,media social,0.226,Social Media Content Creator,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",Social Media Management Entrepreneur,Entrepreneurship,"Media & Journalism,Design & Creative",$35k–$85k,$35k–$85k
8.11,media social,0.167,Social Media Content Creator,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",Social Media Entrepreneur (Influencer),Entrepreneurship,"Design & Creative,Media & Journalism",$35k–$85k,$30k–$200k+
8.11,media social,0.077,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$48k–$77k
8.11,media social,0.0,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Agency Owner,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$45k–$120k
8.11,media social,0.108,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$0–$500k+
8.11,media social,0.0,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Monetization Manager,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$45k–$85k
8.11,media social,0.152,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Strategist,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$45k–$75k
8.11,media social,0.0,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$20k–$150k
8.11,media social,0.0,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Manager (Startup),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$35k–$65k
8.11,media social,0.053,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$45k–$80k
8.11,media social,0.091,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Entrepreneur,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$20k–$150k
8.11,media social,0.025,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Strategist (Solopreneur),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$45k–$150k
8.11,media social,0.057,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Commerce Entrepreneur,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$40k–$120k
8.11,media social,0.051,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Editor,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$40k–$65k
